"CN","PLT_CN","PREV_SIT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","TREE","SPCD","DIA","HT","AGEDIA","SPGRPCD","SITREE","SIBASE","SUBP","AZIMUTH","DIST","METHOD","SITREE_EST","VALIDCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE"
"39527","15169","",1994,6,2,89,57,1,39527,122,17.95,109,48,,95,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39528","15169","",1994,6,2,89,57,1,39528,15,13.26,86,42,,82,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39529","15171","",1994,6,2,89,59,1,39529,122,24.4,84,80,,94,,1,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39530","15171","",1994,6,2,89,59,1,39530,122,20.9,87,54,,143,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39531","15171","",1994,6,2,89,59,1,39531,122,23.42,94,54,,131,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39532","15172","",1994,6,2,89,60,1,39532,202,16.14,86,39,,86,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39533","15172","",1994,6,2,89,60,1,39533,122,57.2,147,300,,52,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39534","15172","",1994,6,2,89,60,1,39534,122,54.09,161,254,,60,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39535","15172","",1994,6,2,89,60,1,39535,122,55.19,151,300,,53,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39536","15173","",1994,6,2,89,61,1,39536,202,22.36,89,58,,73,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39537","15173","",1994,6,2,89,61,1,39537,202,19.68,78,55,,62,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39538","15173","",1994,6,2,89,61,1,39538,202,19.68,73,61,,54,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39539","15174","",1994,6,2,89,62,1,39539,202,25.86,125,108,,66,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39540","15174","",1994,6,2,89,62,1,39540,202,25.27,120,115,,61,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39541","15174","",1994,6,2,89,62,1,39541,202,21.33,120,122,,60,,3,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39542","15174","",1994,6,2,89,62,1,39542,202,21.25,95,108,,50,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39543","15175","",1994,6,2,89,63,1,39543,202,13.14,67,68,,46,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39544","15175","",1994,6,2,89,63,1,39544,202,24.21,84,58,,64,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39546","15187","",1994,6,2,89,75,1,39546,122,22.04,112,105,,119,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39547","15187","",1994,6,2,89,75,1,39547,122,20.86,91,102,,90,,4,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39548","15187","",1994,6,2,89,75,1,39548,122,24.09,114,161,,95,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39549","15188","",1994,6,2,89,76,1,39549,122,20.43,98,65,,69,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39550","15188","",1994,6,2,89,76,1,39550,122,23.11,104,95,,59,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39552","15189","",1994,6,2,89,77,1,39552,202,12.4,86,56,,67,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39553","15189","",1994,6,2,89,77,1,39553,202,20.19,94,112,,49,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39554","15189","",1994,6,2,89,77,1,39554,15,19.88,97,71,,65,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39555","15189","",1994,6,2,89,77,1,39555,202,21.29,108,96,,60,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39556","15190","",1994,6,2,89,78,1,39556,122,30.31,111,211,,86,,1,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39558","15190","",1994,6,2,89,78,1,39558,122,30.47,112,179,,94,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39559","15201","",1994,6,2,89,92,1,39559,15,23.18,99,88,,58,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39560","15201","",1994,6,2,89,92,1,39560,15,19.21,92,78,,58,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39561","15201","",1994,6,2,89,92,1,39561,15,25.59,96,69,,66,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39562","15203","",1994,6,2,89,94,1,39562,15,28.03,104,120,,52,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39564","15203","",1994,6,2,89,94,1,39564,15,21.77,112,130,,54,,4,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39565","15203","",1994,6,2,89,94,1,39565,202,25.98,102,177,,43,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39566","15203","",1994,6,2,89,94,1,39566,202,27.55,104,150,,47,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39567","15213","",1994,6,2,89,104,1,39567,122,19.48,76,63,,99,,4,,,1,,1,"",2012-12-17,"20004","",,"",0,
"39568","15213","",1994,6,2,89,104,1,39568,122,15.66,65,46,,105,,4,,,1,,1,"",2012-12-17,"20004","",,"",0,
"39569","15213","",1994,6,2,89,104,1,39569,122,19.72,73,56,,103,,4,,,1,,1,"",2012-12-17,"20004","",,"",0,
"39570","15214","",1994,6,2,89,108,1,39570,15,20.39,110,78,,69,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39571","15214","",1994,6,2,89,108,1,39571,15,20.98,106,78,,67,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39573","15214","",1994,6,2,89,108,1,39573,15,27.08,118,85,,71,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39574","15215","",1994,6,2,89,109,1,39574,15,15.74,78,71,,52,,3,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39575","15215","",1994,6,2,89,109,1,39575,202,27.36,91,75,,59,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39576","15215","",1994,6,2,89,109,1,39576,15,19.84,87,67,,64,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39577","15216","",1994,6,2,89,110,1,39577,202,17.32,76,34,,85,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39578","15216","",1994,6,2,89,110,1,39578,202,25.66,100,72,,71,,3,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39579","15216","",1994,6,2,89,110,1,39579,15,17.95,91,67,,63,,3,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39580","15217","",1994,6,2,89,111,1,39580,122,18.89,57,39,,105,,3,,,1,,1,"",2012-12-17,"20004","",,"",0,
"39581","15217","",1994,6,2,89,111,1,39581,122,23.22,88,60,,116,,5,,,1,,1,"",2012-12-17,"20004","",,"",0,
"39582","15217","",1994,6,2,89,111,1,39582,122,17.04,68,55,,97,,5,,,1,,1,"",2012-12-17,"20004","",,"",0,
"39583","15218","",1994,6,2,89,112,1,39583,122,25.19,90,99,,90,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39584","15218","",1994,6,2,89,112,1,39584,122,24.33,83,158,,70,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39585","15218","",1994,6,2,89,112,1,39585,122,23.07,101,54,,138,,3,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39586","15226","",1994,6,2,89,120,1,39586,122,16.49,62,56,,99,,1,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39587","15226","",1994,6,2,89,120,1,39587,122,21.77,54,51,,85,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39588","15226","",1994,6,2,89,120,1,39588,122,19.76,57,56,,83,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39589","15227","",1994,6,2,89,121,1,39589,202,24.05,103,132,,49,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39590","15227","",1994,6,2,89,121,1,39590,202,24.64,118,194,,50,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39591","15227","",1994,6,2,89,121,1,39591,202,20.03,88,70,,59,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39592","15227","",1994,6,2,89,121,1,39592,202,22.28,111,160,,49,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39593","15227","",1994,6,2,89,121,1,39593,202,25.86,104,145,,47,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39594","15230","",1994,6,2,89,124,1,39594,122,30.78,145,366,,48,,1,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39595","15230","",1994,6,2,89,124,1,39595,122,41.29,150,350,,51,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39596","15230","",1994,6,2,89,124,1,39596,15,12.59,63,64,,47,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39597","15230","",1994,6,2,89,124,1,39597,122,14.25,75,61,,59,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39598","15231","",1994,6,2,89,125,1,39598,15,20.51,94,60,,70,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39599","15231","",1994,6,2,89,125,1,39599,116,25.7,129,108,,68,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39600","15231","",1994,6,2,89,125,1,39600,116,21.29,94,54,,75,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39601","15231","",1994,6,2,89,125,1,39601,15,14.17,63,37,,66,,3,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39602","15231","",1994,6,2,89,125,1,39602,15,15.03,67,40,,66,,4,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39603","15232","",1994,6,2,89,126,1,39603,15,15.31,68,76,,52,,1,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39604","15232","",1994,6,2,89,126,1,39604,15,19.4,91,77,,64,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39605","15232","",1994,6,2,89,126,1,39605,15,17.4,87,49,,75,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39606","15232","",1994,6,2,89,126,1,39606,15,11.33,63,68,,53,,3,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39607","15232","",1994,6,2,89,126,1,39607,15,21.29,90,53,,73,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39608","15234","",1994,6,2,89,129,1,39608,122,17.12,66,30,,81,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39609","15234","",1994,6,2,89,129,1,39609,122,16.41,66,56,,52,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39610","15234","",1994,6,2,89,129,1,39610,15,12.83,60,50,,51,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39611","15234","",1994,6,2,89,129,1,39611,202,16.57,74,28,,97,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39612","15234","",1994,6,2,89,129,1,39612,15,27.71,113,72,,75,,3,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39613","15235","",1994,6,2,89,130,1,39613,122,25.55,90,86,,59,,1,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39614","15235","",1994,6,2,89,130,1,39614,122,12.59,58,46,,69,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39615","15235","",1994,6,2,89,130,1,39615,122,21.65,98,50,,96,,4,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39616","15235","",1994,6,2,89,130,1,39616,122,25,102,46,,91,,4,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39617","15235","",1994,6,2,89,130,1,39617,122,20.94,98,42,,94,,4,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39618","15235","",1994,6,2,89,130,1,39618,202,23.66,83,41,,80,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39619","15236","",1994,6,2,89,131,1,39619,122,17.04,64,34,,71,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39620","15236","",1994,6,2,89,131,1,39620,122,14.29,68,30,,84,,1,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39621","15236","",1994,6,2,89,131,1,39621,122,12.67,67,26,,93,,1,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39622","15237","",1994,6,2,89,132,1,39622,122,14.72,68,72,,91,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39623","15237","",1994,6,2,89,132,1,39623,122,18.66,69,102,,82,,3,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39624","15237","",1994,6,2,89,132,1,39624,122,18.5,82,93,,85,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39625","15239","",1994,6,2,89,134,1,39625,202,17.12,76,60,,56,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39626","15239","",1994,6,2,89,134,1,39626,202,26.77,95,74,,72,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39627","15239","",1994,6,2,89,134,1,39627,202,16.06,79,59,,60,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39628","15239","",1994,6,2,89,134,1,39628,202,10.62,63,48,,66,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39629","15241","",1994,6,2,89,136,1,39629,15,52.79,169,156,,75,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39630","15241","",1994,6,2,89,136,1,39630,15,11.45,53,36,,57,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39631","15242","",1994,6,2,89,138,1,39631,20,23.38,70,53,,71,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39632","15242","",1994,6,2,89,138,1,39632,202,12.91,58,45,,74,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39633","15242","",1994,6,2,89,138,1,39633,15,15.23,60,42,,57,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39634","15243","",1994,6,2,89,139,1,39634,202,17.44,73,78,,53,,1,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39635","15243","",1994,6,2,89,139,1,39635,122,26.22,91,83,,65,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39636","15243","",1994,6,2,89,139,1,39636,122,25.23,106,103,,65,,3,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39637","15243","",1994,6,2,89,139,1,39637,122,19.64,106,91,,61,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39638","15244","",1994,6,2,89,140,1,39638,122,19.84,97,71,,116,,4,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39639","15244","",1994,6,2,89,140,1,39639,122,16.25,88,69,,107,,4,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"39640","15244","",1994,6,2,89,140,1,39640,202,18.58,80,83,,62,,4,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"37958","12640","",1994,6,2,35,28,1,37958,15,23.58,74,50,,62,,5,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"37964","12642","",1994,6,2,35,30,1,37964,122,20.07,82,89,,48,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"37970","12644","",1994,6,2,35,32,1,37970,122,22.67,66,49,,123,,1,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"37976","12645","",1994,6,2,35,33,1,37976,122,22.67,58,56,,95,,4,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"40254","15528","",1994,6,2,93,181,1,40254,202,28.7,114,90,,66,,,,,2,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"40260","15529","",1994,6,2,93,182,1,40260,202,7.87,46,55,,37,,4,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"40265","15541","",1994,6,2,93,194,1,40265,202,23.46,105,95,,59,,2,,,1,,0,"",2012-12-17,"20004","",2015-07-17,"489998",0,
"374190349489998","273641912489998","",2015,6,3,7,99178,1,8,202,10.1,50,60,10,37,50,4,253,14.3,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374190505489998","273641920489998","",2015,6,2,89,79194,1,4,15,12.3,61,47,12,65,50,1,,,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374190506489998","273641920489998","",2015,6,2,89,79194,1,5,15,15.5,89,67,12,70,50,1,,,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374190507489998","273641920489998","",2015,6,2,89,79194,1,6,15,25.9,95,74,12,70,50,3,318,18.4,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879046489998","273642270489998","",2015,6,1,15,90658,1,3,202,57.7,178,155,10,107,100,2,278,86.1,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879047489998","273642270489998","",2015,6,1,15,90658,1,4,202,41,148,95,10,106,100,2,306,25.2,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879137489998","273642271489998","",2015,6,1,15,62830,1,1,202,49.4,150,366,10,78,100,1,252,48.3,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879138489998","273642271489998","",2015,6,1,15,62830,1,2,202,22.1,106,102,10,75,100,2,80,19.4,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879139489998","273642271489998","",2015,6,1,15,62830,1,3,202,14.8,91,117,10,62,100,3,183,11.9,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879140489998","273642271489998","",2015,6,1,15,62830,1,4,202,15.8,94,112,10,65,100,3,182,23.9,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879238489998","273642272489998","",2015,6,1,15,58976,1,1,202,64,136,337,10,72,100,1,73,94.8,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879239489998","273642272489998","",2015,6,1,15,58976,1,2,202,48,157,400,10,81,100,1,27,35.1,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879240489998","273642272489998","",2015,6,1,15,58976,1,3,15,35.6,165,180,12,101,50,2,80,48.9,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879241489998","273642272489998","",2015,6,1,15,58976,1,4,202,44.3,99,315,10,55,100,4,226,57.9,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879305489998","273642273489998","",2015,6,1,15,72041,1,1,202,20.5,113,60,10,101,100,1,48,20.7,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879306489998","273642273489998","",2015,6,1,15,72041,1,2,202,26.1,127,61,10,113,100,1,140,40.7,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373879307489998","273642273489998","",2015,6,1,15,72041,1,3,202,57.3,155,118,10,102,100,2,240,62.5,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374200981489998","273642275489998","",2015,6,2,89,99692,1,5,202,7.9,52,31,10,63,50,1,113,30,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374200980489998","273642275489998","",2015,6,2,89,99692,1,4,202,8.4,43,41,10,42,50,3,360,11.5,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374200982489998","273642275489998","",2015,6,2,89,99692,1,6,202,7.7,47,36,10,50,50,4,254,13.2,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374170111489998","273641068489998","",2015,6,5,39,63612,1,2,127,21.4,68,54,24,99,50,3,142,47.2,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374171167489998","273641093489998","",2015,6,5,107,56656,1,2,122,19.7,64,113,11,61,50,4,263,50.2,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374180927489998","273641520489998","",2015,6,5,109,97325,1,1,108,5.8,17,112,21,16,100,1,266,6.1,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373871268489998","273641523489998","",2015,6,2,93,97145,1,1,15,25.1,70,59,12,60,50,1,25,41,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373871269489998","273641523489998","",2015,6,2,93,97145,1,2,15,20.1,67,45,12,74,50,2,358,54,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373871270489998","273641523489998","",2015,6,2,93,97145,1,3,15,19.3,75,59,12,65,50,3,253,77.5,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374181158489998","273641524489998","",2015,6,2,105,72712,1,5,15,10.8,52,58,12,44,50,1,231,7.7,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374181159489998","273641524489998","",2015,6,2,105,72712,1,6,15,10.8,54,71,12,38,50,1,300,19.7,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374181157489998","273641524489998","",2015,6,2,105,72712,1,4,15,12.1,53,71,12,37,50,3,210,21.3,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374181823489998","273641534489998","",2015,6,5,109,92144,1,5,108,11.9,37,79,21,47,100,2,226,12.2,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374181822489998","273641534489998","",2015,6,5,109,92144,1,4,108,17.4,51,100,21,54,100,4,176,22.6,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374181824489998","273641534489998","",2015,6,5,109,92144,1,6,108,12.6,39,86,21,46,100,4,226,22.2,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374182030489998","273641536489998","",2015,6,2,35,70918,1,7,64,6,21,80,24,,,1,281,21.3,1,,0,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374182027489998","273641536489998","",2015,6,2,35,70918,2,4,116,17.6,65,102,11,64,50,1,58,114,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374182028489998","273641536489998","",2015,6,2,35,70918,2,5,116,16.9,52,74,11,63,50,1,47,87,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373876438489998","273642132489998","",2015,6,2,93,82696,1,1,202,17.6,99,67,10,84,100,1,,,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373876439489998","273642132489998","",2015,6,2,93,82696,1,2,202,18.6,105,62,10,93,100,1,,,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373876441489998","273642132489998","",2015,6,2,93,82696,1,4,202,27.1,123,112,10,84,100,1,31,32.3,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373876440489998","273642132489998","",2015,6,2,93,82696,1,3,202,16.9,124,115,10,84,100,2,49,21.5,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373876532489998","273642133489998","",2015,6,2,105,92275,1,1,202,11.2,60,37,10,73,100,1,60,22.6,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373876533489998","273642133489998","",2015,6,2,105,92275,1,2,202,8.1,40,26,10,67,100,1,25,4.9,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373876534489998","273642133489998","",2015,6,2,105,92275,1,3,202,17.3,70,36,10,85,100,2,172,38.9,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374195671489998","273642134489998","",2015,6,2,93,93861,1,4,202,6.7,41,23,10,63,50,1,150,19.6,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374195673489998","273642134489998","",2015,6,2,93,93861,1,6,202,11.1,47,32,10,55,50,2,164,23.4,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374195672489998","273642134489998","",2015,6,2,93,93861,1,5,122,8.3,43,21,11,71,50,3,197,8.2,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374195839489998","273642135489998","",2015,6,4,87,82700,1,10,202,10.7,81,31,10,109,100,1,83,,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374195840489998","273642135489998","",2015,6,4,87,82700,1,11,202,28.3,139,63,10,121,100,1,185,,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374195841489998","273642135489998","",2015,6,4,87,82700,1,12,202,25.6,93,39,10,103,100,1,57,,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374195838489998","273642135489998","",2015,6,4,87,82700,1,9,202,24.1,98,41,10,107,100,2,37,71.9,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374196001489998","273642136489998","",2015,6,4,87,72053,1,6,211,18.9,124,54,16,120,50,2,206,23,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374196002489998","273642136489998","",2015,6,4,87,72053,1,7,211,26.7,136,69,16,110,50,2,321,58.9,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374196003489998","273642136489998","",2015,6,4,87,72053,1,8,211,14,103,51,16,100,50,2,169,4.4,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374196174489998","273642137489998","",2015,6,4,87,92053,1,5,202,24.5,123,48,10,122,100,3,20,31.3,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374196175489998","273642137489998","",2015,6,4,87,92053,1,6,202,24.3,120,38,10,133,100,3,241,13.4,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374196176489998","273642137489998","",2015,6,4,87,92053,1,7,202,19.8,116,39,10,126,100,3,161,14.9,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373878782489998","273642261489998","",2015,6,2,105,81525,1,1,202,14.5,91,94,10,67,100,1,190,2.1,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373878783489998","273642261489998","",2015,6,2,105,81525,1,2,202,38.2,137,119,10,91,100,1,100,5.8,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"373878784489998","273642261489998","",2015,6,2,105,81525,1,3,202,17.6,96,87,10,73,100,2,120,26,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
"374200669489998","273642262489998","",2015,6,2,105,50501,1,3,122,11.2,37,23,11,106,50,1,40,5.8,1,,1,"",2016-03-07,"489998","",2016-12-15,"489998",6,5
